title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Dirty Deeds Done Dirt Cheap,AC/DC,2d4e45fmUnguxh6yqC7gNT,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,7
Black Dog - Remaster,Led Zeppelin,3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,0
Dani California,Red Hot Chili Peppers,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,15
The Vengeful One,Disturbed,3jjU4Pky1ja5J1onU6ei4T,0.238,0.967,4,-2.602,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128,4
Tear Away,Drowning Pool,3ENHpbTuY72FukZbwGP6bc,0.611,0.648,0,-4.579,1,0.0441,0.00055,0.0028,0.0846,0.457,132.983,6
It's Time,Imagine Dragons,7MXlTgQeo3IVlMpLnZuhxc,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.144,0.86,105.009,15
Take A Look Around,Limp Bizkit,2avKuMN2QXkaG9vvHa2JLt,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,13
Denial,Sevendust,12nGRgtkjrqb3mvsEp4yKj,0.602,0.907,1,-5.587,1,0.0522,2.62e-05,0.00333,0.222,0.461,104.348,6
Tourniquet,Breaking Benjamin,5xgXG5BfCNO6KJrQOHKprg,0.179,0.953,5,-2.686,1,0.202,1.5e-05,0.00109,0.363,0.337,153.955,4
Ramble On - 1990 Remaster,Led Zeppelin,3MODES4TNtygekLl146Dxd,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,1
Love Bites - Remastered 2017,Def Leppard,3Dfy8YIxq89i84t108TvMi,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,11
Thunder Kiss '65,White Zombie,4tvBoSWeIW0bjhKNre5mod,0.684,0.851,9,-9.792,1,0.0407,0.000613,0.0029,0.535,0.512,112.662,12
Fine Again,Seether,4eTIe5eqds88bA9ua6p5p6,0.442,0.855,6,-2.985,0,0.0288,0.00049,0.0137,0.273,0.363,175.543,4
Here I Go Again - 2011 Remaster,Whitesnake,567EwOGPAXg7Y9DQZTEFEE,0.234,0.75,4,-7.034,0,0.0738,0.369,0.000805,0.139,0.316,173.82,4
Fire and Rain - 2019 Remaster,James Taylor,1oht5GevPN9t1T3kG1m1GO,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,3
How Did You Love,Shinedown,2le5xHvcWF8PDp608d4L8D,0.331,0.75,5,-5.202,1,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,4
Sound System - 2007 Remaster,Operation Ivy,4Pmo0mMgiyBCj1Zd7Axsi1,0.569,0.954,2,-4.82,1,0.126,0.35,0.000265,0.0768,0.574,91.205,6
Redneck,Lamb of God,04EtBLFIxbcVt9NdYgcrpF,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,6
Cemetery Gates,Pantera,4vJr55lngvhSM8WIh9CjQc,0.274,0.726,9,-11.541,1,0.0449,0.000212,0.0113,0.0993,0.426,146.449,4
Iron Man,Black Sabbath,0TI8TP4FitVPoEHPTySx48,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,4
Bring Me Along,Pepper,12hIOqdMjKmYatc3fwywL7,0.647,0.54,2,-5.676,1,0.0492,0.18,0.0,0.131,0.369,75.748,6
Hunger Strike,Temple Of The Dog,0W7AbEauB7cP4pidLclApe,0.373,0.567,7,-10.835,1,0.032,0.0236,3.47e-06,0.0916,0.298,137.789,13
I Want to Know What Love Is - 1999 Remaster,Foreigner,1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,13
Lonely Is The Night - Remastered,Billy Squier,28eg5bkYvIHT7HPmzZFwLN,0.347,0.803,9,-4.923,1,0.0416,0.209,4.36e-06,0.116,0.672,85.362,1
Right Here,Staind,36IkR2i4HaV3SRsSHzje6v,0.487,0.627,10,-6.506,0,0.0304,0.00141,3e-05,0.109,0.219,112.269,11
I'll Follow You,Shinedown,0ILR5GMSzBRp2LrI8GX1Si,0.537,0.692,10,-4.159,1,0.0315,0.00193,0.0,0.114,0.286,125.037,13
Country Song,Seether,2abHKI9Oox4NBEhOh3HMbq,0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19e-06,0.231,0.911,95.978,15
Heaven,Warrant,2dEgwtRjYl6TJkIwjRwn6z,0.461,0.488,6,-11.143,1,0.0287,0.115,0.0,0.128,0.33,145.778,13
Peace of Mind,Boston,1GqlvSEtMx5xbGptxOTTyk,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,4
Whispers in the Dark,Skillet,6rSuL1ViLO7Aljn2WD09s4,0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,11
Given Up,Linkin Park,1fLlRApgzxWweF1JTf8yM5,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,1
Otherside,Red Hot Chili Peppers,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,6
Prison Song,System Of A Down,3AwLxSqo1jOOMpNsgxqRNE,0.493,0.974,1,-3.252,1,0.135,0.0202,8.31e-05,0.182,0.354,99.647,6
On Top Of The World,Imagine Dragons,213x4gsFDm04hSqIUkg88w,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,15
Twist And Shout - Remastered 2009,The Beatles,5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,10
The Dark of You,Breaking Benjamin,7egnrHJAANlNymbrmQNKcG,0.487,0.646,2,-6.878,0,0.0299,0.202,3.1e-06,0.11,0.16,97.083,11
Asking for It,Shinedown,3Tp7y0bLogDQsIO5tTTOH4,0.449,0.971,10,-3.66,1,0.0476,0.00273,0.0,0.141,0.414,144.031,4
Maneater,Daryl Hall & John Oates,7j74lucZ59vqN67Ipe2ZcY,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,20
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,2bzitsPcImYC6DZWvvLCQi,0.634,0.662,6,-7.543,1,0.0325,0.000479,0.00142,0.111,0.244,90.011,13
Old Time Rock & Roll,Bob Seger,5EOoMWIB9iK4ZpcSex9Ec7,0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,1
Down On The Corner,Creedence Clearwater Revival,2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,10
Points of Authority,Linkin Park,5egqKwgK5r5rvGD1LrtR7J,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,11
still feel.,half•alive,4EcYqXGZ1MOl7gBLcRO9Ya,0.779,0.525,10,-5.756,0,0.0487,0.148,0.0,0.0675,0.698,120.018,7
Destroy The Obvious,Evans Blue,5g0hXvfKYYZrEdnoCn1QQc,0.447,0.941,2,-3.832,1,0.0492,0.00019,0.00425,0.315,0.319,95.006,6
I'm Broken,Pantera,2M5WTwqnkyz7bW6P1CiD6q,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,21
I Want To Hold Your Hand - Remastered 2015,The Beatles,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,1
Scar Tissue,Red Hot Chili Peppers,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,6
The Outsider,A Perfect Circle,6CqYhhUPJORx1vvdTNc8jv,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,21
Boom,P.O.D.,5DooySfCD1xCJ49gQm9rx7,0.559,0.931,9,-5.863,1,0.0721,0.00318,1.24e-05,0.0624,0.644,90.911,1
Halo,Soil,1QixTwDZCcfBzA7QMyont0,0.529,0.92,3,-4.168,1,0.0649,2.87e-05,0.00202,0.0582,0.438,111.132,6
We Didn't Start the Fire,Billy Joel,3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,1
Sharp Dressed Man - 2008 Remaster,ZZ Top,1UBQ5GK8JaQjm5VbkBZY66,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,6
Face to the Floor,Chevelle,6sREV6MpLHTqcOmBK5mvYF,0.515,0.857,5,-4.582,1,0.0511,1.25e-05,0.0954,0.486,0.669,92.028,1
Dear Agony,Breaking Benjamin,0c3fJd2HRi6uHWgTljIae5,0.358,0.75,3,-3.572,1,0.0414,8.49e-05,0.0,0.113,0.218,125.103,6
Ladies And Gentlemen,Saliva,48ncRBVLgiu8MY7O70VVw5,0.459,0.908,6,-4.937,1,0.046,0.000101,0.202,0.145,0.495,80.093,6
Nobody's Fool,Cinderella,01Q4wU19hamqnhNjtuvTyI,0.367,0.445,9,-13.615,0,0.0286,0.0478,0.00284,0.163,0.149,67.197,13
Dead Memories,Slipknot,0HAr4QR1xI8nwC7VfzYidu,0.547,0.963,4,-2.337,0,0.0744,0.000443,0.0251,0.353,0.441,130.061,11
Smokin' In The Boys Room,Mötley Crüe,2gvgvbokPJZ7Uw5u2m5LeP,0.391,0.938,2,-4.86,1,0.0792,0.00177,1.06e-06,0.247,0.654,134.708,4
Last Nite,The Strokes,7kzKAuUzOITUauHAhoMoxA,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,15
I'm Still Standing,Elton John,1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,5
Psycho Killer - 2005 Remaster,Talking Heads,1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,15
In The Air Tonight - 2015 Remastered,Phil Collins,18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,3
Bound For The Floor,Local H,3cbTV3IZZvSBYVcl0xuZbY,0.654,0.53,6,-7.409,1,0.0556,0.000113,0.0197,0.0534,0.584,119.284,13
A Little Piece of Heaven,Avenged Sevenfold,1BLfQ6dPXmuDrFmbdfW7Jl,0.486,0.881,2,-5.623,0,0.0474,0.0244,0.0,0.429,0.667,144.997,11
Love Will Tear Us Apart - 2010 Remaster,Joy Division,1r8oPEXqnhUVgkUkJNqEuF,0.525,0.902,2,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83,21
Footsteps,Pop Evil,7IEpEB1hnFW67S2FTi8eyw,0.632,0.72,2,-8.4,0,0.0838,0.0143,1.57e-06,0.0696,0.749,91.965,0
Let's Go Get Stoned,Sublime,2qN7J3rwekpYjskmtOT6Ex,0.604,0.518,9,-7.409,0,0.0471,0.0337,0.0112,0.133,0.568,94.049,20
Unskinny Bop,Poison,1Z6lKdYhwp8WYoBqGCKxlM,0.574,0.93,1,-2.949,1,0.0413,0.0657,7.78e-06,0.108,0.69,92.303,15
Holiday in Cambodia,Dead Kennedys,2OuNnwnNQyWrF47pthWxNb,0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,4
Animal,Def Leppard,4qjscZh4jfhkpcQG4ZQfi2,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,1
Date Rape,Sublime,7FLQo89iaS5gf2hnIEW7P9,0.64,0.695,4,-8.196,0,0.202,0.0113,2.75e-05,0.36,0.787,102.288,0
Coming Down,Five Finger Death Punch,22VW5d6k6HT0SQ8MUEXuDz,0.31,0.991,1,-2.927,0,0.488,0.000619,0.0,0.11,0.187,76.372,18
London Calling - Remastered,The Clash,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,15
Runnin' with the Devil - 2015 Remaster,Van Halen,3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,11
Heaven's On Fire,KISS,1brpdmqkx3kSxyqzqXfW7J,0.679,0.866,0,-6.053,1,0.0635,0.00376,3.1e-05,0.312,0.785,124.324,15
Start Me Up - Remastered 2009,The Rolling Stones,7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,1
R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,11
Ten Thousand Fists,Disturbed,5hkgrWxkobGtg30I7DsfVu,0.54,0.977,1,-3.409,1,0.0878,2.55e-05,0.0553,0.0533,0.211,106.911,6
Bombtrack,Rage Against The Machine,2rBHnIxbhkMGLpqmsNX91M,0.459,0.926,4,-3.415,1,0.155,0.0239,1.93e-05,0.183,0.569,151.534,4
Spit It Out,Slipknot,2W2eaLVKv9NObcLXlYRZZo,0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,4
Mama Said Knock You Out,Five Finger Death Punch,3EhGmExUtvaa15OueF2kvC,0.592,0.982,6,-3.219,0,0.105,0.000138,0.0,0.0753,0.723,103.0,7
I Was Made For Lovin' You,KISS,07q0QVgO56EorrSGHC48y3,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,15
Dancing in the Moonlight,King Harvest,0q21FNwES2bbtcduB6kjEU,0.657,0.435,10,-15.707,1,0.0552,0.739,0.0,0.167,0.771,135.975,10
Take The Money And Run,Steve Miller Band,1ZhrREyOOeFV6TxDOyiPwu,0.565,0.645,0,-12.923,1,0.0484,0.0552,2.84e-06,0.151,0.836,99.3,15
Blind,Korn,1pr9TZGOXeJUggIal1Wq3R,0.283,0.891,2,-8.165,1,0.178,0.00678,0.0038,0.159,0.226,92.049,6
Why'd You Only Call Me When You're High?,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,15
Hell Yeah,Rev Theory,2qABxQZhfAthNxszLiSsUw,0.357,0.982,3,-3.41,0,0.107,0.000105,3.64e-06,0.0222,0.368,167.889,4
I'll Be There For You,Bon Jovi,07HqIg8BnB1lJElnw2ZiSR,0.437,0.727,2,-5.432,1,0.0293,0.0532,0.0,0.103,0.233,73.029,6
Dancing in the Moonlight,Toploader,3Fzlg5r1IjhLk2qRw667od,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,1
Can't Fight This Feeling,REO Speedwagon,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,13
Feel like Makin' Love - 2015 Remaster,Bad Company,3KPwt1LBpt1jVSHz8GXERo,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,12
This Charming Man - 2011 Remaster,The Smiths,1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,1
Cocaine,Eric Clapton,3ykSdTGmYPFl8pDBXer1zG,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.266,1
This Means War,Avenged Sevenfold,2NImo2MajNai4CLk35wMut,0.614,0.914,7,-5.59,0,0.0324,0.000554,1.16e-05,0.0371,0.439,90.0,11
Once in a Lifetime - 2005 Remaster,Talking Heads,38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,12
Rusty Cage - Remastered,Soundgarden,6hqIXyo6GxydAnoI8XeIrV,0.307,0.917,9,-7.599,1,0.0977,1.65e-05,0.00044,0.0566,0.266,101.879,13
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,15
Heart-Shaped Box,Nirvana,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4
Sunshine Of Your Love,Cream,6FRwDxXsvSasw0y2eDArsz,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,10
You Could Be Mine,Guns N' Roses,0dlTGl67UFWcKupzkxZYOn,0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,8
Stuck In The Middle With You,Stealers Wheel,1b7LMtXCXGc2EwOIplI35z,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,1
Careless Whisper,Seether,46eHxWRKmtYhUHPDRgclt6,0.469,0.943,2,-4.196,1,0.102,6.07e-05,0.00547,0.0717,0.358,134.031,6
Be Yourself,Audioslave,7sqp1w76zjW3K04htuRA8H,0.433,0.842,11,-3.513,0,0.0544,0.134,0.0,0.16,0.341,116.558,11
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,1Ud6moTC0KyXMq1Oxfien0,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,10
Lithium,Nirvana,5vHLwhxxlGzmClMcxRRFPr,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,13
Land of Confusion,Disturbed,4ClGNWLK9vZMBtO0CpnyOE,0.553,0.991,8,-3.703,1,0.0925,4.44e-05,0.0695,0.179,0.324,114.92,13
Do It Again,Steely Dan,2BstRQGodshjGpeDGQiNgo,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,7
Keep on Loving You,REO Speedwagon,4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,4
One of These Nights - 2013 Remaster,Eagles,608xszaAxVh4m7NcKJiAbF,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,1
War of Change,Thousand Foot Krutch,1qUHD9oPIMFHKpR12NY2KC,0.531,0.887,5,-4.417,0,0.0329,0.00261,0.000512,0.0657,0.626,104.055,11
"Vermilion, Pt. 2",Slipknot,0O7lENhqOySbsL743G7PqD,0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,13
Walk This Way,Aerosmith,5SZ6zX4rOrEQferfFC2MfP,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,1
Wild World,Yusuf / Cat Stevens,7mjSHL2Eb0kAwiKbvNNyD9,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,10
Purple Haze,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,21
Renegade,Styx,1CQqupcyMg7176PPmIVmSj,0.492,0.552,7,-12.321,0,0.0341,0.0151,3.74e-05,0.0723,0.655,105.623,11
Fix Me,10 Years,60OKW0mZiPFHVpHl3eHueg,0.448,0.84,1,-3.939,0,0.0362,0.0012,0.0,0.0891,0.234,157.975,11
Lick It Up,KISS,3cXiUuiGpFmZ8OdAWKk8Ck,0.681,0.773,2,-6.051,1,0.058,0.181,1.84e-05,0.311,0.547,120.276,15
Highway Tune,Greta Van Fleet,7aOor99o8NNLZYElOXlBG1,0.582,0.962,4,-3.037,1,0.0542,0.0096,0.128,0.283,0.506,123.971,6
Migraine,Twenty One Pilots,4rfaoyaZvNa60cj3OKSQV9,0.69,0.678,0,-6.52,1,0.154,0.11,0.0,0.246,0.409,173.995,5
No Excuses,Alice In Chains,4PtZE0h5oyPhCtPjg3NeYQ,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,15
Stupify,Disturbed,54cWVWqgyFukgDKQYmaKM3,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77e-05,0.201,0.422,98.0,6
Breakdown,Tantric,6tpGF2kYnrqO0S44jKxduZ,0.569,0.945,8,-5.673,0,0.0503,0.00936,0.0,0.121,0.483,100.04,11
Good Times Bad Times - 1993 Remaster,Led Zeppelin,0QwZfbw26QeUoIy82Z2jYp,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,1
Let It Happen,Tame Impala,2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,11
Burden In My Hand,Soundgarden,1iArQTuOzxvrtniGmkyy92,0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,4
Hold the Line,TOTO,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,7
B.O.O.T.,Pepper,39sTsvAvcEsiyM6sLaffIV,0.743,0.457,1,-8.262,0,0.0619,0.122,0.0,0.0864,0.727,81.672,0
Can't Help Falling in Love,Elvis Presley,44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3
Far From Home,Five Finger Death Punch,70WpP83384wgKixTKbt3Nb,0.464,0.688,11,-5.352,0,0.0298,0.00149,3.85e-06,0.169,0.228,137.882,11
Lost In Hollywood,System Of A Down,0GrHWVTDsaWcD4nrCGr7VE,0.283,0.797,8,-3.193,0,0.0307,0.596,0.000412,0.125,0.107,155.564,4
Talk Dirty To Me,Poison,473dVAB97y06dfl6OBb1uj,0.49,0.951,11,-3.888,1,0.0966,0.00888,0.00126,0.376,0.628,158.075,4
Killpop,Slipknot,6AAZigYqOch79lKcrSBOv0,0.306,0.926,1,-2.754,0,0.0912,0.000311,0.000644,0.0776,0.483,158.47,4
Behind Blue Eyes,Limp Bizkit,24HDDjOF9vMrDGKrK8vXK1,0.592,0.482,7,-6.666,1,0.0269,0.479,0.0,0.125,0.0812,120.325,13
Tainted Love,Marilyn Manson,3cixuToHeVkcYiPSPfUbqX,0.621,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,1
So Cold,Breaking Benjamin,3xXKwkmkrpZmGpIof83xbE,0.485,0.776,0,-5.472,0,0.0525,0.00225,0.000102,0.124,0.26,153.055,11
Fluorescent Adolescent,Arctic Monkeys,2x8evxqUlF0eRabbW2JBJd,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,7
The Bleeding,Five Finger Death Punch,6LRmV5GZUjKLgxi7lBWriQ,0.322,0.812,0,-5.568,0,0.0505,0.00149,0.0,0.0986,0.124,159.933,4
Apologize,grandson,1JG8pJ7G8qJiy98DzCBL2E,0.535,0.836,2,-5.593,1,0.0746,0.00121,0.0,0.102,0.443,85.005,6
Runaway,Linkin Park,6xtQ23d8GEXgcxyUKPtwc5,0.636,0.884,7,-4.743,1,0.0584,0.0142,0.0,0.253,0.446,109.16,1
Beast and the Harlot,Avenged Sevenfold,6FVYwnVrnAEIRnY3bHJb46,0.37,0.981,5,-3.296,1,0.0633,6.28e-05,0.00225,0.331,0.413,155.177,4
Passenger,Deftones,7IoK6jZBxY7NMoQPoPXZCF,0.345,0.797,0,-6.152,1,0.0551,0.00188,0.0668,0.145,0.223,117.987,6
Juke Box Hero,Foreigner,00qOE7OjRl0BpYiCiweZB2,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647,4
In the Air Tonight,Nonpoint,2GV039LpIeFtgTKKIZPrf0,0.556,0.812,0,-4.193,1,0.0469,0.0171,0.143,0.143,0.181,99.935,6
Doesn't Remind Me,Audioslave,2v62ngAuqfbBogc0tHEMfZ,0.453,0.755,9,-3.584,1,0.0369,0.169,0.0,0.106,0.229,99.929,13
Sweet Disposition,The Temper Trap,2PLi7OmleXPNBrGLon3sUy,0.542,0.813,2,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,6
The Pretender,Foo Fighters,7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,4
Legend,The Score,3SWqGa1J0M7hSBUDM0KePD,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,6
La Grange - 2005 Remaster,ZZ Top,70YvYr2hGlS01bKRIho1HM,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,0
Superbeast,Rob Zombie,4eNnMvUrSu2TRpySjVC0Pv,0.518,0.975,8,-4.425,1,0.0575,0.000136,0.827,0.42,0.32,154.059,21
Uprising,Muse,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,6
I Refuse,Five Finger Death Punch,0fMIhVO47aLOTwYgizGmPc,0.514,0.849,11,-5.668,1,0.06,0.0479,0.0,0.0951,0.365,154.992,4
Not Meant to Be,Theory of a Deadman,5cm4TAuPmAT1waXKcxK3E6,0.427,0.836,1,-3.835,1,0.0347,0.00305,0.0,0.177,0.279,142.99,4
ATWA,System Of A Down,6gCVA6ja6g0foIsWv0RuSZ,0.376,0.787,5,-4.731,0,0.0394,0.00378,0.0,0.548,0.371,87.102,11
High Enough,Damn Yankees,5t5rCnsgRBtcKqTB7SbD1Q,0.273,0.537,2,-9.612,1,0.0306,0.0241,0.0,0.0922,0.232,81.814,6
Sister Christian,Night Ranger,57trQKFZdJxHia4sMJioWk,0.448,0.35,5,-16.239,1,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,3
Sonne,Rammstein,3gVhsZtseYtY1fMuyYq06F,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,11
Got Your Six,Five Finger Death Punch,3JfBv2YfwPdflYUGMCeHgt,0.535,0.986,4,-4.483,1,0.0965,9.63e-05,4.9e-06,0.0821,0.353,76.473,6
Lola Montez,Volbeat,3ear11tYbMEmNDm2lxZTqL,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,4
White Room,Cream,3Xls4cNOwy01dtrNXb1inG,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,6
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,225xvV8r1yKMHErSWivnow,0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,6
Time - 2011 Remastered Version,Pink Floyd,4xHWH1jwV5j4mBYRhxPbwZ,0.355,0.447,9,-13.631,1,0.0894,0.453,0.00225,0.163,0.369,122.473,3
American Pie,Don McLean,2QgWuCtBpNIpl5trmKCxRf,0.526,0.509,7,-10.893,1,0.0628,0.6,0.0,0.144,0.497,138.318,10
Don't Know What You Got (Till It's Gone),Cinderella,5QRs63VVKNaqUjg6XSSckM,0.384,0.535,9,-9.939,1,0.0289,0.238,0.00045,0.0533,0.232,132.445,13
Tubthumping,Chumbawamba,22HYEJveCvykVDHDiEEmjZ,0.348,0.88,2,-7.366,1,0.0978,0.128,0.0,0.357,0.606,101.185,6
